Date,Expenses,Category,Amount,Municipality,Province,Region,ID,Transaction vs category,Transaction,GL code
3/20/2021,Home,Unexpected,90.0,Roxas City,Capiz,Western Visayas,E2021-111,5. Home - 694835,Home,694835
3/20/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-112,7. Phone/Internet - 65009,Phone/Internet,65009
3/21/2021,Home,Unexpected,5000.0,Roxas City,Capiz,Western Visayas,E2021-113,5. Home - 694835,Home,694835
3/22/2021,Electricity/Water,Obligation,130.63,Quezon City,Metro Manila,National Capital Region,E2021-114,6. Electricity/Water - 65009,Electricity/Water,65009
3/22/2021,Food/Drinks,Survival,34.0,Quezon City,Metro Manila,National Capital Region,E2021-115,1. Food/Drink/Eating - 66503,Food/Drinks,66503
3/22/2021,Debt repayment,Obligation,18.81,Quezon City,Metro Manila,National Capital Region,E2021-116,9. Debt repayment - 60000-020,Debt repayment,60000-020
3/23/2021,Grocery,Survival,617.83,Quezon City,Metro Manila,National Capital Region,E2021-117,4. Grocery - 694835,Grocery,694835
3/23/2021,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-118,2. Transportation - 66501,Transportation,66501
3/24/2021,Home,Unexpected,5000.0,Roxas City,Capiz,Western Visayas,E2021-119,5. Home - 694835,Home,694835
3/28/2021,Food/Drinks,Survival,92.0,Quezon City,Metro Manila,National Capital Region,E2021-120,1. Food/Drink/Eating - 66503,Food/Drinks,66503
3/28/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-121,7. Phone/Internet - 65009,Phone/Internet,65009
3/30/2021,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-122,5. Home - 694835,Home,694835
3/30/2021,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-123,9. Debt repayment - 60000-020,Debt repayment,60000-020
3/30/2021,Debt repayment,Obligation,1130.0,Quezon City,Metro Manila,National Capital Region,E2021-124,9. Debt repayment - 60000-020,Debt repayment,60000-020
3/30/2021,Grocery,Survival,470.64,Quezon City,Metro Manila,National Capital Region,E2021-125,4. Grocery - 694835,Grocery,694835
3/30/2021,Home,Obligation,300.0,Pontevedra,Capiz,Western Visayas,E2021-126,5. Home - 694835,Home,694835
3/30/2021,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-127,2. Transportation - 66501,Transportation,66501
3/30/2021,Bank fees,Optional,15.0,Quezon City,Metro Manila,National Capital Region,E2021-128,17. Bank fees - 65009,Bank fees,65009
3/31/2021,Food/Drinks,Survival,95.0,Quezon City,Metro Manila,National Capital Region,E2021-129,1. Food/Drink/Eating - 66503,Food/Drinks,66503
4/3/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-130,7. Phone/Internet - 65009,Phone/Internet,65009
4/3/2021,Food/Drinks,Survival,80.0,Quezon City,Metro Manila,National Capital Region,E2021-131,1. Food/Drink/Eating - 66503,Food/Drinks,66503
4/4/2021,Food/Drinks,Optional,49.0,Quezon City,Metro Manila,National Capital Region,E2021-132,1. Food/Drink/Eating - 66503,Food/Drinks,66503
4/5/2021,Others,Unexpected,2000.0,Pontevedra,Capiz,Western Visayas,E2021-133,14. Others - 60000-070,Others,60000-070
4/6/2021,Grocery,Survival,593.04,Quezon City,Metro Manila,National Capital Region,E2021-134,4. Grocery - 694835,Grocery,694835
4/6/2021,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-135,2. Transportation - 66501,Transportation,66501
4/7/2021,Home,Unexpected,3000.0,Roxas City,Capiz,Western Visayas,E2021-136,5. Home - 694835,Home,694835
4/7/2021,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2021-137,16. Apartment - 694835,Apartment,694835
4/7/2021,Food/Drinks,Survival,119.0,Quezon City,Metro Manila,National Capital Region,E2021-138,1. Food/Drink/Eating - 66503,Food/Drinks,66503
4/13/2021,Grocery,Survival,477.2,Quezon City,Metro Manila,National Capital Region,E2021-139,4. Grocery - 694835,Grocery,694835
4/13/2021,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-140,2. Transportation - 66501,Transportation,66501
4/14/2021,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-141,5. Home - 694835,Home,694835
4/14/2021,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-142,9. Debt repayment - 60000-020,Debt repayment,60000-020
4/14/2021,Pension Fund,Obligation,1300.0,Makati City,Metro Manila,National Capital Region,E2021-143,18. Pension Fund - 63502,Pension Fund,63502
4/15/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-144,7. Phone/Internet - 65009,Phone/Internet,65009
4/15/2021,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-145,11. Garbage - 60000-040,Garbage,60000-040
4/17/2021,Food/Drinks,Survival,117.0,Quezon City,Metro Manila,National Capital Region,E2021-146,1. Food/Drink/Eating - 66503,Food/Drinks,66503
4/17/2021,Food/Drinks,Survival,10.0,Quezon City,Metro Manila,National Capital Region,E2021-147,1. Food/Drink/Eating - 66503,Food/Drinks,66503
4/19/2021,Food/Drinks,Survival,44.0,Quezon City,Metro Manila,National Capital Region,E2021-148,1. Food/Drink/Eating - 66503,Food/Drinks,66503
4/20/2021,Grocery,Survival,562.88,Quezon City,Metro Manila,National Capital Region,E2021-149,4. Grocery - 694835,Grocery,694835
4/20/2021,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-150,2. Transportation - 66501,Transportation,66501
4/20/2021,Debt repayment,Obligation,15.2,Quezon City,Metro Manila,National Capital Region,E2021-151,9. Debt repayment - 60000-020,Debt repayment,60000-020
4/21/2021,Food/Drinks,Survival,95.0,Quezon City,Metro Manila,National Capital Region,E2021-152,1. Food/Drink/Eating - 66503,Food/Drinks,66503
4/21/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-153,7. Phone/Internet - 65009,Phone/Internet,65009
4/24/2021,Food/Drinks,Survival,90.0,Quezon City,Metro Manila,National Capital Region,E2021-154,1. Food/Drink/Eating - 66503,Food/Drinks,66503
4/24/2021,Food/Drinks,Optional,24.0,Quezon City,Metro Manila,National Capital Region,E2021-155,1. Food/Drink/Eating - 66503,Food/Drinks,66503
4/25/2021,Electricity/Water,Obligation,415.5,Quezon City,Metro Manila,National Capital Region,E2021-156,6. Electricity/Water - 65009,Electricity/Water,65009
4/26/2021,Electricity/Water,Obligation,130.61,Quezon City,Metro Manila,National Capital Region,E2021-157,6. Electricity/Water - 65009,Electricity/Water,65009
4/27/2021,Grocery,Survival,625.3,Quezon City,Metro Manila,National Capital Region,E2021-158,4. Grocery - 694835,Grocery,694835
4/27/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-159,7. Phone/Internet - 65009,Phone/Internet,65009
4/27/2021,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-160,2. Transportation - 66501,Transportation,66501
4/30/2021,Grocery,Survival,255.15,Quezon City,Metro Manila,National Capital Region,E2021-161,4. Grocery - 694835,Grocery,694835
4/30/2021,Home,Obligation,200.0,Quezon City,Metro Manila,National Capital Region,E2021-162,5. Home - 694835,Home,694835
4/30/2021,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-163,2. Transportation - 66501,Transportation,66501
5/1/2021,Debt repayment,Obligation,1130.0,Quezon City,Metro Manila,National Capital Region,E2021-164,9. Debt repayment - 60000-020,Debt repayment,60000-020
5/2/2021,Food/Drinks,Survival,71.0,Quezon City,Metro Manila,National Capital Region,E2021-165,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/2/2021,Food/Drinks,Optional,10.0,Quezon City,Metro Manila,National Capital Region,E2021-166,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/3/2021,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-167,9. Debt repayment - 60000-020,Debt repayment,60000-020
5/4/2021,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-168,5. Home - 694835,Home,694835
5/4/2021,Grocery,Survival,508.23,Quezon City,Metro Manila,National Capital Region,E2021-169,4. Grocery - 694835,Grocery,694835
5/4/2021,Clothing/Shoes/Personal Items,Optional,212.77,Quezon City,Metro Manila,National Capital Region,E2021-170,8. Clothing/Shoes/Personal Items - 60000-010,Clothing/Shoes/Personal Items,60000-010
5/4/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-171,7. Phone/Internet - 65009,Phone/Internet,65009
5/4/2021,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-172,2. Transportation - 66501,Transportation,66501
5/5/2021,Clothing/Shoes/Personal Items,Optional,931.68,Quezon City,Metro Manila,National Capital Region,E2021-173,8. Clothing/Shoes/Personal Items - 60000-010,Clothing/Shoes/Personal Items,60000-010
5/6/2021,Food/Drinks,Survival,90.0,Quezon City,Metro Manila,National Capital Region,E2021-174,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/6/2021,Food/Drinks,Optional,10.0,Quezon City,Metro Manila,National Capital Region,E2021-175,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/7/2021,Grocery,Survival,280.06,Quezon City,Metro Manila,National Capital Region,E2021-176,4. Grocery - 694835,Grocery,694835
5/7/2021,Clothing/Shoes/Personal Items,Optional,105.99,Quezon City,Metro Manila,National Capital Region,E2021-177,8. Clothing/Shoes/Personal Items - 60000-010,Clothing/Shoes/Personal Items,60000-010
5/7/2021,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-178,2. Transportation - 66501,Transportation,66501
5/8/2021,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2021-179,16. Apartment - 694835,Apartment,694835
5/9/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-180,7. Phone/Internet - 65009,Phone/Internet,65009
5/10/2021,Food/Drinks,Survival,48.0,Quezon City,Metro Manila,National Capital Region,E2021-181,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/11/2021,Grocery,Survival,449.5,Quezon City,Metro Manila,National Capital Region,E2021-182,4. Grocery - 694835,Grocery,694835
5/11/2021,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-183,2. Transportation - 66501,Transportation,66501
5/12/2021,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-184,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/15/2021,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-185,5. Home - 694835,Home,694835
5/15/2021,Pension Fund,Obligation,650.0,Makati City,Metro Manila,National Capital Region,E2021-186,18. Pension Fund - 63502,Pension Fund,63502
5/15/2021,Grocery,Survival,408.29,Quezon City,Metro Manila,National Capital Region,E2021-187,4. Grocery - 694835,Grocery,694835
5/15/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-188,7. Phone/Internet - 65009,Phone/Internet,65009
5/15/2021,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-189,2. Transportation - 66501,Transportation,66501
5/16/2021,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-190,9. Debt repayment - 60000-020,Debt repayment,60000-020
5/18/2021,Grocery,Survival,339.95,Quezon City,Metro Manila,National Capital Region,E2021-191,4. Grocery - 694835,Grocery,694835
5/18/2021,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-192,2. Transportation - 66501,Transportation,66501
5/20/2021,Food/Drinks,Optional,23.0,Quezon City,Metro Manila,National Capital Region,E2021-193,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/20/2021,Debt repayment,Obligation,3.92,Quezon City,Metro Manila,National Capital Region,E2021-194,9. Debt repayment - 60000-020,Debt repayment,60000-020
5/22/2021,Grocery,Survival,195.29,Quezon City,Metro Manila,National Capital Region,E2021-195,4. Grocery - 694835,Grocery,694835
5/22/2021,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-196,2. Transportation - 66501,Transportation,66501
5/23/2021,Electricity/Water,Obligation,420.0,Quezon City,Metro Manila,National Capital Region,E2021-197,6. Electricity/Water - 65009,Electricity/Water,65009
5/24/2021,Food/Drinks,Optional,100.0,Quezon City,Metro Manila,National Capital Region,E2021-198,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/24/2021,Hair Cut,Optional,70.0,Quezon City,Metro Manila,National Capital Region,E2021-199,10. Hair Cut - 60000-030,Hair Cut,60000-030
5/24/2021,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-200,2. Transportation - 66501,Transportation,66501
5/25/2021,Grocery,Survival,399.49,Quezon City,Metro Manila,National Capital Region,E2021-201,4. Grocery - 694835,Grocery,694835
5/25/2021,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-202,2. Transportation - 66501,Transportation,66501
5/26/2021,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-203,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/27/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-204,7. Phone/Internet - 65009,Phone/Internet,65009
5/27/2021,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-205,11. Garbage - 60000-040,Garbage,60000-040
5/28/2021,Phone/Internet,Unexpected,100.0,Quezon City,Metro Manila,National Capital Region,E2021-206,7. Phone/Internet - 65009,Phone/Internet,65009
5/28/2021,Food/Drinks,Optional,30.0,Quezon City,Metro Manila,National Capital Region,E2021-207,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/29/2021,Grocery,Survival,164.87,Quezon City,Metro Manila,National Capital Region,E2021-208,4. Grocery - 694835,Grocery,694835
5/29/2021,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-209,2. Transportation - 66501,Transportation,66501
5/30/2021,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-210,5. Home - 694835,Home,694835
5/30/2021,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-211,9. Debt repayment - 60000-020,Debt repayment,60000-020
5/31/2021,Home,Obligation,300.0,Quezon City,Metro Manila,National Capital Region,E2021-212,5. Home - 694835,Home,694835
5/31/2021,Food/Drinks,Survival,50.0,Quezon City,Metro Manila,National Capital Region,E2021-213,1. Food/Drink/Eating - 66503,Food/Drinks,66503
5/31/2021,Bank fees,Unexpected,15.0,Quezon City,Metro Manila,National Capital Region,E2021-214,17. Bank fees - 65009,Bank fees,65009
6/1/2021,Debt repayment,Obligation,1130.0,Quezon City,Metro Manila,National Capital Region,E2021-215,9. Debt repayment - 60000-020,Debt repayment,60000-020
6/1/2021,Grocery,Survival,749.3,Quezon City,Metro Manila,National Capital Region,E2021-216,4. Grocery - 694835,Grocery,694835
6/1/2021,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-217,2. Transportation - 66501,Transportation,66501
6/2/2021,Electricity/Water,Obligation,130.61,Quezon City,Metro Manila,National Capital Region,E2021-218,6. Electricity/Water - 65009,Electricity/Water,65009
6/2/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-219,7. Phone/Internet - 65009,Phone/Internet,65009
6/3/2021,Garbage,Obligation,15.0,Quezon City,Metro Manila,National Capital Region,E2021-220,11. Garbage - 60000-040,Garbage,60000-040
6/3/2021,Food/Drinks,Optional,10.0,Quezon City,Metro Manila,National Capital Region,E2021-221,1. Food/Drink/Eating - 66503,Food/Drinks,66503
6/3/2021,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-222,1. Food/Drink/Eating - 66503,Food/Drinks,66503
6/4/2021,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2021-223,16. Apartment - 694835,Apartment,694835
6/5/2021,Grocery,Survival,207.0,Quezon City,Metro Manila,National Capital Region,E2021-224,4. Grocery - 694835,Grocery,694835
6/5/2021,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-225,2. Transportation - 66501,Transportation,66501
6/8/2021,Grocery,Survival,368.94,Quezon City,Metro Manila,National Capital Region,E2021-226,4. Grocery - 694835,Grocery,694835
6/8/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-227,7. Phone/Internet - 65009,Phone/Internet,65009
6/8/2021,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-228,2. Transportation - 66501,Transportation,66501
6/9/2021,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-229,1. Food/Drink/Eating - 66503,Food/Drinks,66503
6/12/2021,Grocery,Survival,373.7,Quezon City,Metro Manila,National Capital Region,E2021-230,4. Grocery - 694835,Grocery,694835
6/12/2021,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-231,2. Transportation - 66501,Transportation,66501
6/15/2021,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-232,5. Home - 694835,Home,694835
6/15/2021,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-233,9. Debt repayment - 60000-020,Debt repayment,60000-020
6/15/2021,Pension Fund,Obligation,650.0,Makati City,Metro Manila,National Capital Region,E2021-234,18. Pension Fund - 63502,Pension Fund,63502
6/15/2021,Grocery,Survival,284.77,Quezon City,Metro Manila,National Capital Region,E2021-235,4. Grocery - 694835,Grocery,694835
6/15/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-236,7. Phone/Internet - 65009,Phone/Internet,65009
6/15/2021,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-237,2. Transportation - 66501,Transportation,66501
6/16/2021,Personal care items (drugstore),Survival,212.5,Quezon City,Metro Manila,National Capital Region,E2021-238,12. Personal care items (drugstore) - 60000-050,Personal care items (drugstore),60000-050
6/16/2021,Others,Unexpected,104.0,Quezon City,Metro Manila,National Capital Region,E2021-239,14. Others - 60000-070,Others,60000-070
6/16/2021,Grocery,Survival,104.0,Quezon City,Metro Manila,National Capital Region,E2021-240,4. Grocery - 694835,Grocery,694835
6/16/2021,Transportation,Survival,85.0,Quezon City,Metro Manila,National Capital Region,E2021-241,2. Transportation - 66501,Transportation,66501
6/17/2021,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-242,11. Garbage - 60000-040,Garbage,60000-040
6/17/2021,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-243,1. Food/Drink/Eating - 66503,Food/Drinks,66503
6/19/2021,Electricity/Water,Obligation,385.0,Quezon City,Metro Manila,National Capital Region,E2021-244,6. Electricity/Water - 65009,Electricity/Water,65009
6/19/2021,Grocery,Survival,358.0,Quezon City,Metro Manila,National Capital Region,E2021-245,4. Grocery - 694835,Grocery,694835
6/19/2021,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-246,2. Transportation - 66501,Transportation,66501
6/20/2021,Debt repayment,Obligation,17.3,Quezon City,Metro Manila,National Capital Region,E2021-247,9. Debt repayment - 60000-020,Debt repayment,60000-020
6/22/2021,Grocery,Survival,420.51,Quezon City,Metro Manila,National Capital Region,E2021-248,4. Grocery - 694835,Grocery,694835
6/22/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-249,7. Phone/Internet - 65009,Phone/Internet,65009
6/22/2021,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-250,2. Transportation - 66501,Transportation,66501
6/23/2021,Electricity/Water,Obligation,130.61,Quezon City,Metro Manila,National Capital Region,E2021-251,6. Electricity/Water - 65009,Electricity/Water,65009
6/24/2021,Food/Drinks,Optional,20.0,Quezon City,Metro Manila,National Capital Region,E2021-252,1. Food/Drink/Eating - 66503,Food/Drinks,66503
6/25/2021,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-253,1. Food/Drink/Eating - 66503,Food/Drinks,66503
6/26/2021,Grocery,Survival,412.0,Quezon City,Metro Manila,National Capital Region,E2021-254,4. Grocery - 694835,Grocery,694835
6/26/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-255,7. Phone/Internet - 65009,Phone/Internet,65009
6/26/2021,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-256,2. Transportation - 66501,Transportation,66501
6/29/2021,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2021-257,16. Apartment - 694835,Apartment,694835
6/29/2021,Grocery,Survival,433.85,Quezon City,Metro Manila,National Capital Region,E2021-258,4. Grocery - 694835,Grocery,694835
6/29/2021,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-259,2. Transportation - 66501,Transportation,66501
6/30/2021,Home,Optional,5000.0,Pontevedra,Capiz,Western Visayas,E2021-260,5. Home - 694835,Home,694835
6/30/2021,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-261,5. Home - 694835,Home,694835
6/30/2021,Debt repayment,Obligation,2800.0,Makati City,Metro Manila,National Capital Region,E2021-262,9. Debt repayment - 60000-020,Debt repayment,60000-020
6/30/2021,Home,Obligation,300.0,Pontevedra,Capiz,Western Visayas,E2021-263,5. Home - 694835,Home,694835
6/30/2021,Hair Cut,Survival,255.15,Quezon City,Metro Manila,National Capital Region,E2021-264,10. Hair Cut - 60000-030,Hair Cut,60000-030
6/30/2021,Food/Drinks,Survival,65.0,Quezon City,Metro Manila,National Capital Region,E2021-265,1. Food/Drink/Eating - 66503,Food/Drinks,66503
6/30/2021,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-266,2. Transportation - 66501,Transportation,66501
7/1/2021,Food/Drinks,Optional,23.0,Quezon City,Metro Manila,National Capital Region,E2021-267,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/2/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-268,7. Phone/Internet - 65009,Phone/Internet,65009
7/3/2021,Food/Drinks,Survival,162.0,Quezon City,Metro Manila,National Capital Region,E2021-269,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/4/2021,Home,Obligation,200.0,Pontevedra,Capiz,Western Visayas,E2021-270,5. Home - 694835,Home,694835
7/5/2021,Food/Drinks,Survival,64.0,Quezon City,Metro Manila,National Capital Region,E2021-271,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/6/2021,Grocery,Survival,662.12,Quezon City,Metro Manila,National Capital Region,E2021-272,4. Grocery - 694835,Grocery,694835
7/6/2021,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-273,2. Transportation - 66501,Transportation,66501
7/8/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-274,7. Phone/Internet - 65009,Phone/Internet,65009
7/8/2021,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-275,11. Garbage - 60000-040,Garbage,60000-040
7/8/2021,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-276,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/9/2021,Food/Drinks,Survival,164.0,Quezon City,Metro Manila,National Capital Region,E2021-277,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/11/2021,Food/Drinks,Survival,94.0,Quezon City,Metro Manila,National Capital Region,E2021-278,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/11/2021,Food/Drinks,Optional,23.0,Quezon City,Metro Manila,National Capital Region,E2021-279,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/12/2021,Bank fees,Obligation,25.0,Quezon City,Metro Manila,National Capital Region,E2021-280,17. Bank fees - 65009,Bank fees,65009
7/13/2021,Grocery,Survival,498.3,Quezon City,Metro Manila,National Capital Region,E2021-281,4. Grocery - 694835,Grocery,694835
7/13/2021,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-282,2. Transportation - 66501,Transportation,66501
7/14/2021,Magazines/Newspapers/Books,Optional,435.0,Quezon City,Metro Manila,National Capital Region,E2021-283,15. Magazines/Newspapers/Books - 60000-080,Magazines/Newspapers/Books,60000-080
7/14/2021,Transportation,Survival,111.0,Quezon City,Metro Manila,National Capital Region,E2021-284,2. Transportation - 66501,Transportation,66501
7/14/2021,Food/Drinks,Optional,110.0,Quezon City,Metro Manila,National Capital Region,E2021-285,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/14/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-286,7. Phone/Internet - 65009,Phone/Internet,65009
7/14/2021,Food/Drinks,Survival,18.0,Quezon City,Metro Manila,National Capital Region,E2021-287,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/15/2021,Home,Optional,5000.0,Pontevedra,Capiz,Western Visayas,E2021-288,5. Home - 694835,Home,694835
7/15/2021,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-289,5. Home - 694835,Home,694835
7/15/2021,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-290,9. Debt repayment - 60000-020,Debt repayment,60000-020
7/15/2021,Pension Fund,Obligation,1300.0,Makati City,Metro Manila,National Capital Region,E2021-291,18. Pension Fund - 63502,Pension Fund,63502
7/16/2021,Food/Drinks,Survival,165.0,Quezon City,Metro Manila,National Capital Region,E2021-292,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/18/2021,Personal care items (drugstore),Survival,700.0,Quezon City,Metro Manila,National Capital Region,E2021-293,12. Personal care items (drugstore) - 60000-050,Personal care items (drugstore),60000-050
7/18/2021,Electricity/Water,Obligation,368.0,Quezon City,Metro Manila,National Capital Region,E2021-294,6. Electricity/Water - 65009,Electricity/Water,65009
7/18/2021,Food/Drinks,Survival,109.0,Quezon City,Metro Manila,National Capital Region,E2021-295,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/18/2021,Bank fees,Unexpected,30.0,Quezon City,Metro Manila,National Capital Region,E2021-296,17. Bank fees - 65009,Bank fees,65009
7/19/2021,Food/Drinks,Optional,30.0,Quezon City,Metro Manila,National Capital Region,E2021-297,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/20/2021,Grocery,Survival,745.74,Quezon City,Metro Manila,National Capital Region,E2021-298,4. Grocery - 694835,Grocery,694835
7/20/2021,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-299,2. Transportation - 66501,Transportation,66501
7/21/2021,Debt repayment,Obligation,5.04,Quezon City,Metro Manila,National Capital Region,E2021-300,9. Debt repayment - 60000-020,Debt repayment,60000-020
7/23/2021,Food/Drinks,Survival,93.0,Quezon City,Metro Manila,National Capital Region,E2021-301,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/27/2021,Grocery,Survival,521.9,Quezon City,Metro Manila,National Capital Region,E2021-302,4. Grocery - 694835,Grocery,694835
7/27/2021,Personal care items (drugstore),Survival,221.5,Quezon City,Metro Manila,National Capital Region,E2021-303,12. Personal care items (drugstore) - 60000-050,Personal care items (drugstore),60000-050
7/27/2021,Food/Drinks,Survival,100.0,Quezon City,Metro Manila,National Capital Region,E2021-304,1. Food/Drink/Eating - 66503,Food/Drinks,66503
7/27/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-305,7. Phone/Internet - 65009,Phone/Internet,65009
7/27/2021,Hair Cut,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-306,10. Hair Cut - 60000-030,Hair Cut,60000-030
